Group ,Subgroup,Language,State,Number of speakers1,Margin of Error2,"Speak English less than ""Very Well""1",Margin of Error2
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,New York,325,238,275,227
ALL OTHER LANGUAGES,.Navajo,.Navajo,New York,219,142,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Aleut,New York,90,99,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Yupik,New York,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Blackfoot,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Cree,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Delaware,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,New York,145,80,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Ottawa,New York,85,85,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Potawatomi,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Okanogan,New York,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Han,New York,60,91,40,60
ALL OTHER LANGUAGES,.Other Native North American languages,..Kuchin,New York,290,159,115,83
ALL OTHER LANGUAGES,.Other Native North American languages,..Tanana,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Kiowa,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Wintun,New York,40,70,40,70
ALL OTHER LANGUAGES,.Other Native North American languages,..Santiam,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Mohave,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Yuma,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Hidatsa,New York,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,New York,80,68,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,New York,125,114,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Muskogee,New York,105,79,65,61
ALL OTHER LANGUAGES,.Other Native North American languages,..Keres,New York,70,68,65,67
ALL OTHER LANGUAGES,.Other Native North American languages,..Mohawk,New York,"1,630",399,170,82
ALL OTHER LANGUAGES,.Other Native North American languages,..Oneida,New York,80,84,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Onondaga,New York,25,43,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Seneca,New York,830,205,180,85
ALL OTHER LANGUAGES,.Other Native North American languages,..Tuscarora,New York,140,97,10,10
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,New York,60,67,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Comanche,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Paiute,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Pima,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Tiwa,New York,85,91,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Towa,New York,40,57,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,New York,255,112,110,95
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,New York,"12,314","1,055","4,727",579
ALL OTHER LANGUAGES,.Arabic,.Arabic,New York,"86,213","3,516","35,523","2,127"
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,New York,"66,835","2,700","13,320","1,116"
ALL OTHER LANGUAGES,.African languages,..Amharic,New York,"5,160",932,"1,870",552
ALL OTHER LANGUAGES,.African languages,..Berber,New York,75,52,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Chadic,New York,"2,770",698,825,269
ALL OTHER LANGUAGES,.African languages,..Cushite,New York,"3,030",741,"1,440",475
ALL OTHER LANGUAGES,.African languages,..Sudanic,New York,485,269,210,133
ALL OTHER LANGUAGES,.African languages,..Nilotic,New York,355,241,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Nilo-Hamitic,New York,65,92,15,33
ALL OTHER LANGUAGES,.African languages,..Nilo-Saharan,New York,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,..Swahili,New York,"3,905",733,"1,230",375
ALL OTHER LANGUAGES,.African languages,..Bantu,New York,"3,065",633,925,272
ALL OTHER LANGUAGES,.African languages,..Mande,New York,"11,015","1,970","4,355",712
ALL OTHER LANGUAGES,.African languages,..Fulani,New York,"8,795","1,247","4,430",847
ALL OTHER LANGUAGES,.African languages,..Gur,New York,215,140,(D),(D)
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",New York,"51,575","3,010","12,545","1,206"
ALL OTHER LANGUAGES,.African languages,..Efik,New York,580,229,50,56
ALL OTHER LANGUAGES,.African languages,..Mbum (and related),New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.African languages,..African,New York,"2,360",579,775,356
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,New York,"1,680",351,225,115
ALL OTHER LANGUAGES,.Other and unspecified languages,..Estonian,New York,810,197,195,107
ALL OTHER LANGUAGES,.Other and unspecified languages,..Caucasian,New York,"3,345",733,"1,680",443
ALL OTHER LANGUAGES,.Other and unspecified languages,..Basque,New York,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,New York,480,224,155,85
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,New York,125,84,65,69
ALL OTHER LANGUAGES,.Other and unspecified languages,..Oto - Manguen,New York,315,247,315,246
ALL OTHER LANGUAGES,.Other and unspecified languages,..Quechua,New York,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Arawakian,New York,"1,590",525,640,253
ALL OTHER LANGUAGES,.Other and unspecified languages,..Chibchan,New York,220,270,140,172
ALL OTHER LANGUAGES,.Other and unspecified languages,..Tupi-Guarani,New York,50,51,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,New York,110,64,(D),(D)
Total,Total,Total Speakers,North Carolina,"9,027,673",652,"437,382","5,492"
English,English,English,North Carolina,"8,042,027","6,678",(X),(X)
SPANISH AND SPANISH CREOLE,..Spanish,..Spanish,North Carolina,"658,940","4,905","331,650","4,894"
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,North Carolina,"26,580","1,659","6,170",811
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,North Carolina,485,226,80,83
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Cajun,North Carolina,70,51,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,North Carolina,"2,655",587,783,263
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,North Carolina,"7,394",926,"1,460",376
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,North Carolina,"6,190",793,"1,820",489
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,North Carolina,"23,515","1,235","2,895",296
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..Luxembourgian,North Carolina,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,North Carolina,74,83,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Pennsylvania Dutch,North Carolina,280,183,85,85
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,North Carolina,"2,020",456,115,59
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,North Carolina,"1,180",411,80,60
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,North Carolina,"1,420",339,125,60
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,North Carolina,535,250,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,North Carolina,420,254,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,North Carolina,170,141,15,19
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,North Carolina,"5,234",660,"1,232",258
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,North Carolina,"10,351","1,384","3,495",591
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,North Carolina,"3,248",574,737,196
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,North Carolina,"2,125",531,835,269
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,North Carolina,280,144,65,64
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,North Carolina,"1,075",375,485,213
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bielorussian,North Carolina,45,36,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,North Carolina,"2,150",682,880,318
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,North Carolina,745,294,75,71
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,North Carolina,525,298,90,93
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,North Carolina,"1,110",352,195,96
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Macedonian,North Carolina,35,43,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovene,North Carolina,255,178,100,119
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,North Carolina,299,107,21,23
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,North Carolina,"4,150",762,"1,502",386
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,North Carolina,"13,048","1,270","2,174",509
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,North Carolina,"9,623","1,247","3,548",624
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,North Carolina,"5,293",866,"1,658",407
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,North Carolina,"1,205",481,260,124
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,North Carolina,"2,475",495,715,240
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,North Carolina,"2,150",551,555,229
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,North Carolina,"1,720",441,305,199
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Rajasthani,North Carolina,95,99,95,99
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Oriya,North Carolina,330,198,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Assamese,North Carolina,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,North Carolina,"2,260",617,"1,440",518
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sindhi,North Carolina,55,56,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Pakistan n.e.c.3,North Carolina,265,165,130,102
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,North Carolina,320,193,115,105
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,North Carolina,340,128,80,69
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Krio,North Carolina,400,276,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,North Carolina,80,71,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Gullah,North Carolina,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Saramacca,North Carolina,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Catalonian,North Carolina,40,39,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,North Carolina,"2,475",668,935,337
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Welsh,North Carolina,155,101,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,North Carolina,330,136,75,84
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Scottic Gaelic,North Carolina,35,36,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,North Carolina,605,284,230,149
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,North Carolina,290,145,45,53
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,North Carolina,165,182,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,North Carolina,595,425,70,48
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,North Carolina,90,67,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,North Carolina,"23,655","1,396","10,720",925
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Hakka,North Carolina,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,North Carolina,"1,630",465,610,281
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,North Carolina,"4,110",683,"1,845",513
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Fuchow,North Carolina,80,81,50,52
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,North Carolina,550,211,305,160
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Wu,North Carolina,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,North Carolina,"5,717",699,"2,189",374
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,North Carolina,"15,685","1,343","7,595",779
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",North Carolina,"5,239","1,056","2,535",564
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,North Carolina,"8,786",963,"3,502",503
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,North Carolina,"2,794",522,"1,245",333
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,North Carolina,"4,695",942,"1,948",438
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,North Carolina,"22,459","1,727","14,072","1,271"
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Uighur,North Carolina,55,57,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,North Carolina,"1,845",450,330,138
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,North Carolina,60,53,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Gondi,North Carolina,265,279,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,North Carolina,"6,690",955,"1,630",493
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,North Carolina,"1,830",477,235,128
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,North Carolina,"2,375",540,570,227
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,North Carolina,"4,900",796,980,331
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Munda,North Carolina,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tibetan,North Carolina,50,47,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,North Carolina,"1,280",419,880,283
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Karen,North Carolina,"3,155",959,"2,505",813
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,North Carolina,"12,098","1,046","2,675",343
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,North Carolina,"1,055",345,510,178
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Balinese,North Carolina,175,222,65,86
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Cham,North Carolina,455,295,315,209
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malagasy,North Carolina,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,North Carolina,235,240,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,North Carolina,300,170,135,98
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,North Carolina,255,134,20,21
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pangasinan,North Carolina,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ilocano,North Carolina,75,60,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Pampangan,North Carolina,50,46,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Micronesian,North Carolina,310,198,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Carolinian,North Carolina,70,107,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,North Carolina,415,155,100,68
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Gilbertese,North Carolina,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Marshallese,North Carolina,50,32,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Mokilese,North Carolina,145,197,70,104
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Palau,North Carolina,40,49,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Ponapean,North Carolina,115,119,30,34
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Trukese,North Carolina,20,94,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Yapese,North Carolina,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Melanesian,North Carolina,30,25,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Polynesian,North Carolina,30,33,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,North Carolina,635,302,70,63
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,North Carolina,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Fijian,North Carolina,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,North Carolina,20,26,(D),(D)
ALL OTHER LANGUAGES,.Navajo,.Navajo,North Carolina,243,95,52,43
ALL OTHER LANGUAGES,.Other Native North American languages,..Aleut,North Carolina,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Yupik,North Carolina,35,41,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Kickapoo,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Micmac,North Carolina,60,44,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,North Carolina,35,39,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Ottawa,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Tlingit,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Crow,North Carolina,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,North Carolina,75,51,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Keres,North Carolina,30,37,30,37
ALL OTHER LANGUAGES,.Other Native North American languages,..Mohawk,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Tuscarora,North Carolina,95,69,30,29
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,North Carolina,"1,170",337,175,93
ALL OTHER LANGUAGES,.Other Native North American languages,..Zuni,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,North Carolina,130,93,55,69
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,North Carolina,"1,262",459,119,59
ALL OTHER LANGUAGES,.Arabic,.Arabic,North Carolina,"16,371","1,524","5,324",778
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,North Carolina,"1,583",379,127,70
ALL OTHER LANGUAGES,.African languages,..Amharic,North Carolina,"3,545",724,"1,340",401
ALL OTHER LANGUAGES,.African languages,..Berber,North Carolina,(D),(D),(B),--
ALL OTHER LANGUAGES,.African languages,..Chadic,North Carolina,740,353,355,198
ALL OTHER LANGUAGES,.African languages,..Cushite,North Carolina,"1,445",588,310,190
ALL OTHER LANGUAGES,.African languages,..Sudanic,North Carolina,480,367,265,215
ALL OTHER LANGUAGES,.African languages,..Nilotic,North Carolina,40,45,(B),--
ALL OTHER LANGUAGES,.African languages,..Nilo-Saharan,North Carolina,(D),(D),(D),(D)
